RoundNumber,PricePerEnergyAccumulated
0,0
1,32.45544014199999
2,59.385822559
3,124.3649651335
4,150.6612536335
5,214.5113488255
6,239.1571303231
7,298.8254470936
8,323.799652669
9,383.79982207300003
10,450.26329153300003
11,479.83164765460003
12,549.8502560386
13,579.8212119808001
14,607.4692584856001
15,674.6799396781001
16,702.6605803747001
17,761.5931262307001
18,821.7774881242001
19,847.4631775900001
20,904.6913364385001
21,929.9739104977001
22,953.0500529353001
23,1017.5993234533
24,1083.4649756353
25,1111.5582826525
26,1137.1203773485001
27,1198.5153897895002
28,1262.3791843645001
29,1290.2075299645
30,1315.2769694269
31,1375.3090795669
32,1437.6505481269
33,1465.0662998617001
34,1490.9684284105
35,1554.0717611905002
36,1619.3651768305
37,1648.6262383585001
38,1676.1483630355
39,1742.1315672025
40,1811.1860211025
41,1842.0381475771
42,1869.9662953651
43,1936.1136245191
44,2005.4558611366
45,2036.7586875214001
46,2065.4431926166003
47,2132.4286625896
48,2202.3385938046004
49,2233.8176856976
50,2261.9006722576
51,2324.7227620876
52,2387.5665680776
53,2415.5769828424
54,2440.6120884892
55,2499.2956110126997
56,2561.0150620777
57,2589.4000214473
58,2614.4998034268997
59,2673.7133274948997
60,2737.1501949829
61,2766.6429809070996
62,2792.4875147406997
63,2853.1895824806998
64,2918.0787188767
65,2948.4157146217
66,2974.4156850685
67,3028.100493886
68,3086.213043886
69,3113.8699707568
70,3137.1790707568
71,3191.0836975992997
72,3249.3964975993
73,3277.0559404717
74,3332.6993502949
75,3392.8144002948998
76,3421.3704057987998
77,3476.7520549918
78,3535.3051549918
79,3562.4556564091
80,3614.9454931786
81,3671.5361431786
82,3698.441682295
83,3750.8179837774
84,3807.4887337774
85,3835.1769082834
86,3891.2176958400996
87,3950.3715458400998
88,3981.4307558785
89,4041.8764810560997
90,4108.1992810561
91,4138.0241258779
92,4196.5412109619
93,4260.5010609619
94,4291.1090587579
95,4351.5490991899005
96,4417.471399189901
97,4449.186413607701
98,4511.697199335701
99,4579.862299335701
