RoundNumber,TemperatureSensor2MeasuredRoomTemperature
0,17.7
1,18.576309952162514
2,19.258093286987698
3,18.7602078142172
4,19.250713522041934
5,19.157963929714576
6,19.273543994278644
7,18.760611824081064
8,18.6403134317672
9,19.069688711928094
10,18.817353999171488
11,19.13012273619561
12,18.960776707522175
13,18.825381171035875
14,18.578716643135735
15,18.92001441752346
16,18.600455127492275
17,18.567502735447164
18,18.60600324767218
19,18.79909293626849
20,18.568495360420084
21,19.051006302523028
22,19.27148127906928
23,18.775625200816627
24,19.20018400856834
25,18.97344787726211
26,19.19191007470961
27,19.482659967740577
28,19.011292013004034
29,18.709084051579847
30,19.317959391492074
31,18.864780393671584
32,19.290515872462365
33,19.286459172528904
34,19.550069136291924
35,19.427083599384396
36,18.824165944392647
37,19.289105734898524
38,19.543022824023183
39,19.061039495224293
40,19.01079506784724
41,18.867143196833645
42,18.992060112737786
43,18.732084934983266
44,19.151700262773055
45,19.02198803737941
46,19.225890294672805
47,18.730093321017907
48,19.265451251592374
49,19.312437784739156
50,18.83766775911487
51,18.803298655703784
52,19.110907048221083
53,18.626214789937553
54,18.83028305477277
55,18.68901806066519
56,18.584571728732335
57,19.140093554531752
58,19.186771461730018
59,18.943973803469685
60,18.856017476298888
61,18.728208866721527
62,19.302260608945186
63,19.22041590619028
64,19.09013855751138
65,18.84181527153314
66,18.886018009134595
67,18.76148022693402
68,19.070316466627567
69,18.600250705969213
70,18.60810364514354
71,18.649378560451208
72,19.14492458399306
73,19.09191376890697
74,18.909438308296938
75,18.986330915226795
76,18.936139162973774
77,19.23181249141227
78,19.435669278229835
79,19.201938391364617
80,19.05535035351428
81,19.07771715487329
82,18.95085214122333
83,19.19075560728559
84,18.951904198600165
85,18.70268169571834
86,18.778591843125852
87,18.607933861622037
88,18.886153145858597
89,18.537507671344056
90,18.739168841236275
91,18.995990492759436
92,18.67608618636466
93,19.032047134391735
94,18.95953347871833
95,19.01244211863907
96,18.930686014216235
97,18.475811742728297
98,18.897627471674447
99,19.07328610676192
