RoundNumber,PricePerEnergy
0,0
1,35.4835741975
2,18.4188332781
3,22.676395099049994
4,31.99995
5,36.5369408352
6,34.0719643728
7,11.84679
8,58.45232608335001
9,31.946349292199997
10,20.28895452
11,34.6032
12,34.6032
13,19.060217631
14,25.9390371033
15,45.57535532775
16,41.4762418323
17,28.996199999999998
18,28.896075
19,11.558430000000003
20,55.47093691455
21,23.911078143599998
22,19.239085404
23,31.619474999999998
24,31.279049999999998
25,16.950604984799998
26,25.70888434185
27,43.486074156
28,36.93260450774999
29,23.271904125
