RoundNumber,Cycle_Duration_(ms)
0,142457
1,140758
2,124172
3,210272
4,632
5,368048
6,172862
7,760
8,163753
9,168345
10,154983
11,823
12,142941
13,166752
14,643
15,163596
16,131485
17,150760
18,137624
19,512
20,133775
21,142972
22,133751
23,385
24,136035
25,132789
26,377
27,129105
28,131165
29,131223
