RoundNumber,PricePerEnergyAccumulated
0,0
1,35.4835741975
2,53.9024074756
3,76.57880257465
4,108.57875257465
5,145.11569340985
6,179.18765778264998
7,191.03444778264998
8,249.486773866
9,281.4331231582
10,301.7220776782
11,336.3252776782
12,370.9284776782
13,389.9886953092
14,415.9277324125
15,461.50308774025
16,502.97932957255
17,531.97552957255
18,560.87160457255
19,572.4300345725501
20,627.9009714871
21,651.8120496307
22,671.0511350347
23,702.6706100347
24,733.9496600347
25,750.9002650194999
26,776.6091493613499
27,820.0952235173498
28,857.0278280250998
29,880.2997321500998
