RoundNumber,PricePerEnergyAccumulated
0,0
1,32.4537010236
2,59.587991226
3,85.870607355
4,111.99143161980001
5,137.939248377
6,168.20103964575003
7,198.64609861125004
8,211.49200783425005
9,223.78665726705006
10,237.21654021105007
11,251.55083260785008
12,265.89680922225006
13,280.26128969805006
14,294.15052506225004
15,307.91386403175005
16,321.17020835565006
17,333.22848989565006
18,345.25430514255004
19,357.28950609435003
20,368.99864693895
21,380.71662163275
22,392.18388571515
23,405.39207086805
24,418.46937213585
25,431.35437501345
26,444.02091198195
27,456.58920852975
28,469.22352129075
29,481.82569029075
30,494.20010922195
31,506.49167476605004
32,518.78242999605
33,531.06754951425
34,543.81634039425
35,556.74397333065
36,569.57928394665
37,582.5535831736499
38,596.0607953353499
39,609.5870016163499
40,623.1229847809499
41,636.6568056775499
42,650.3192858725499
43,663.8821317367499
44,677.4324162757499
45,691.0108222183499
46,704.9986084735499
47,718.7422962175499
48,732.3614619937499
49,745.8844266502499
50,759.54450857025
51,772.4454344152499
52,784.6526508604499
53,796.5626646652498
54,808.7036848882499
55,820.7606071159499
56,832.7146993819499
57,844.6636301659499
58,856.80520499145
59,868.9824410794499
60,881.2388932378499
61,893.5327650868498
62,906.0013340314498
63,918.5004946474498
64,931.0106933674498
65,943.5412947094497
66,956.0545563328498
67,968.6031033949498
68,981.1790836324498
69,993.7905224596498
70,1006.4218992226498
71,1019.0637624616498
72,1031.7247647064498
73,1044.3782933440498
74,1057.4578572910498
75,1070.5369901038498
76,1083.6274907401498
77,1096.6756841971498
78,1109.44319554695
79,1121.9165688697499
80,1134.31476510615
81,1146.68961549285
82,1159.08285477225
83,1171.4850251584498
84,1183.90850413545
85,1196.69341846395
86,1210.0024713706498
87,1223.0042828884498
88,1237.3814583700498
89,1251.77115537165
90,1266.38669590365
91,1280.22756767355
92,1294.1940264955501
93,1308.3205755391502
94,1322.5568599447502
95,1337.0169682807502
96,1351.6123654897503
97,1366.3953984103503
98,1381.3862456959503
99,1396.5128993671503
