RoundNumber,PricePerEnergy
0,0
1,32.4537010236
2,27.1342902024
3,26.282616129
4,26.1208242648
5,25.947816757200005
6,30.261791268750006
7,30.445058965500003
8,12.845909223000001
9,12.294649432800002
10,13.429882944000003
11,14.334292396799999
12,14.345976614399996
13,14.3644804758
14,13.889235364200001
15,13.763338969500001
16,13.256344323899999
17,12.05828154
18,12.025815246899997
19,12.035200951800002
20,11.709140844599997
21,11.717974693799999
22,11.4672640824
23,13.208185152899999
24,13.077301267800001
25,12.885002877600002
26,12.666536968499999
27,12.568296547800001
28,12.634312760999999
29,12.602168999999996
30,12.374418931200001
31,12.291565544100001
32,12.29075523
33,12.285119518199997
34,12.74879088
35,12.927632936399998
36,12.835310616000001
37,12.974299227
38,13.5072121617
39,13.526206280999999
40,13.535983164600001
41,13.5338208966
42,13.662480195
43,13.5628458642
44,13.550284539000002
45,13.5784059426
46,13.987786255200001
47,13.743687744000002
48,13.6191657762
49,13.522964656500001
50,13.660081920000003
51,12.900925845000002
52,12.207216445199998
53,11.910013804799998
54,12.141020222999998
55,12.056922227700001
56,11.954092266000002
57,11.948930784
58,12.141574825499998
59,12.177236087999999
60,12.2564521584
61,12.293871848999999
62,12.468568944599998
63,12.499160616
64,12.51019872
65,12.530601342000002
66,12.513261623399998
67,12.5485470621
68,12.575980237500001
69,12.611438827200002
70,12.631376763
71,12.641863239000003
72,12.6610022448
73,12.6535286376
74,13.079563947
75,13.0791328128
76,13.090500636299998
77,13.048193457000002
78,12.767511349800001
79,12.473373322799999
80,12.3981962364
81,12.374850386699997
82,12.3932392794
83,12.402170386199998
84,12.423478977
85,12.7849143285
86,13.309052906699998
87,13.0018115178
88,14.3771754816
89,14.389697001600002
90,14.615540531999999
91,13.840871769900003
92,13.966458822
93,14.126549043599999
94,14.2362844056
95,14.460108335999998
96,14.595397209000003
97,14.783032920599998
98,14.990847285599997
99,15.1266536712
