RoundNumber,PricePerEnergy
0,0
1,32.4538837688
2,27.102759435000003
3,65.09073255300001
4,26.749896780000004
5,63.976834038
6,25.117757611200002
7,59.8036363965
8,31.411965198750003
9,48.450564842400006
10,34.324762095000004
11,56.6295867648
12,36.97018848
13,56.87804538779999
14,29.382100353
15,67.5631614375
16,29.032971717599995
17,59.25610218
18,26.667819219600002
19,59.194994917500004
20,31.89564416250001
21,13.304103092700002
22,55.72468346200001
23,30.353960817599997
24,27.147625916400003
25,63.671857326
26,29.791864194000002
27,32.338018076
28,51.165675834000005
29,29.065993499999998
