RoundNumber,TemperatureSensor1MeasuredRoomTemperature
0,17.7
1,18.56687249788497
2,19.255015232263332
3,18.75850892003936
4,19.25057542163311
5,19.157467891301884
6,19.272903683122642
7,18.75979524650722
8,20.35026001408262
9,18.680020174252544
10,20.33869300154971
11,18.664408583609223
12,20.4465596195317
13,18.34773877663355
14,18.34845019134197
15,18.826842613043677
16,18.562597243212146
17,18.553894814538257
18,18.603372083391392
19,18.800385795821843
20,20.279621331044275
21,18.684159641804502
22,19.071370044680357
23,18.692534836861082
24,19.169361507614767
25,18.95904673239091
26,19.186499697442848
27,21.18683296367446
28,18.64340227751702
29,18.4913270426091
