RoundNumber,Buffered_Decision_Used
0,False
1,False
2,True
3,False
4,True
5,False
6,True
7,False
8,True
9,False
10,True
11,False
12,True
13,False
14,True
15,False
16,True
17,False
18,True
19,False
20,False
21,True
22,False
23,False
24,True
25,False
26,False
27,True
28,False
29,False
