RoundNumber,Cycle_Duration_(ms)
0,4854
1,3617
2,326
3,4068
4,415
5,4547
6,464
7,4643
8,329
9,4540
10,461
11,4780
12,402
13,4508
14,428
15,4617
16,516
17,4705
18,468
19,4621
20,4722
21,438
22,4836
23,4424
24,507
25,5063
26,4919
27,490
28,4855
29,5024
