RoundNumber,PricePerEnergyAccumulated
0,0
1,32.4538837688
2,59.5566432038
3,124.64737575680002
4,151.39727253680002
5,215.3741065748
6,240.49186418600002
7,300.29550058250004
8,331.70746578125005
9,380.15803062365006
10,414.48279271865005
11,471.11237948345007
12,508.08256796345006
13,564.96061335125
14,594.34271370425
15,661.9058751417499
16,690.93884685935
17,750.1949490393499
18,776.8627682589499
19,836.05776317645
20,867.95340733895
21,881.25751043165
22,936.98219389365
23,967.33615471125
24,994.4837806276499
25,1058.1556379536498
26,1087.9475021476499
27,1120.2855202236499
28,1171.45119605765
29,1200.51718955765
