RoundNumber,EnergyConsumption
0,0
1,7.007039200000001
2,8.010024900000001
3,15.016999400000001
4,23.0269994
5,25.0366284
6,31.0368883
7,39.0468883
8,44.0471518
9,47.0566915
10,55.0666915
11,62.067927
12,63.0765506
13,71.3529398
14,79.3603633
15,79.6046733
16,89.6077562
17,99.61095499999999
18,99.61095499999999
19,111.6203865
