RoundNumber,TemperatureSensor1MeasuredRoomTemperature
0,17.7
1,14.562364829383483
2,13.512337615364586
3,12.264353892912483
4,18.157486057277495
5,14.802265809954543
6,13.30183134081712
7,17.849053362752088
8,14.735090088556332
9,13.39756116403235
10,12.388973640182904
11,17.59221482371662
12,15.31979481310655
13,13.2694419060216
14,12.197741180482495
15,16.86768068716241
16,15.325919048783426
17,13.163923911660506
18,16.383531632773447
19,15.451739957511057
20,13.136021720053368
21,12.717718195354898
22,15.998523798782012
23,16.368694205502567
24,14.171284759853055
25,12.824939417029602
26,14.463959040031135
27,17.26098362692727
28,14.076049746339134
29,13.606051162146443
