RoundNumber,Cycle_Duration_(ms)
0,12373
1,13978
2,29332
3,448
4,5045
5,30669
6,412
7,17738
8,33915
9,35902
10,603
11,20972
12,38326
13,40829
14,829
15,23139
16,60092
17,1192
18,28445
19,52475
20,46145
21,1287
22,48686
23,28851
24,49240
25,1414
26,50610
27,28912
28,1676
29,54692
