RoundNumber,EnergyConsumption
0,0
1,20.02301775
2,52.074505949999995
3,68.28912795
4,108.34296945
5,128.62836095
6,160.67628215
7,176.90666495
8,216.96235894999998
9,233.21004455
10,273.26376905
11,293.5335888
12,325.578435
13,341.79003220000004
14,381.84455620000006
15,402.1330819500001
16,434.17824795000007
17,450.42311795000006
18,490.47873395000005
19,510.80621395000003
