RoundNumber,TemperatureSensor1MeasuredRoomTemperature
0,17.7
1,20.273163336035303
2,18.847351867779082
3,18.580446492830312
4,19.172551394369705
5,20.834930789276555
6,18.85581101697994
7,18.5785034269477
8,18.560280216288557
9,19.03313190855762
10,18.802216135740085
11,20.832149131645536
12,18.554221892278658
13,18.646879913734743
14,18.500014696228885
15,20.59196017323112
16,18.17860052062804
17,18.377540434969326
18,18.518220081620875
19,20.46640308054453
