RoundNumber,RoomTemperature
0,17.7
1,18.570757150828612
2,15.266888178728282
3,18.737203319838567
4,15.271964725226626
5,19.128755452280956
6,15.302517767297891
7,18.72282174588064
8,14.679230276543148
9,19.028293599313653
10,14.865123949542578
11,19.081611891493946
12,15.013850841774529
13,18.767628531117936
14,14.641346696301284
15,18.862042213423003
16,14.67095740668862
17,18.50366022382322
18,14.68916024341303
19,18.73148237201658
20,14.655357862436086
21,18.97813461171044
22,15.359483157685892
23,18.683612007845802
24,15.293324667610563
25,18.877001398930656
26,15.287007400471184
27,19.37955307153195
28,15.10055071974203
29,18.259594452027333
