RoundNumber,TemperatureSensor1MeasuredRoomTemperature
0,17.7
1,18.575970894487504
2,15.268250011726746
3,18.7461061147793
4,15.265063558218301
5,19.14126203688105
6,15.291589126693736
7,18.741010093244526
8,14.661408869952691
9,19.045074432080618
10,14.843102967461817
11,19.101401615629324
12,14.991006252048603
13,18.792501835194425
14,14.613224170975698
15,18.883346620137367
16,14.639428127275968
17,18.526587648520355
18,14.650029572084721
19,18.754837717303285
20,14.616353244097015
21,19.002265620383902
22,15.323596044113977
23,18.720645252117595
24,15.256969762930876
25,18.91407012074968
26,15.252122304609136
27,19.41915312438888
28,15.072633655362536
29,18.641466500263938
