RoundNumber,PricePerEnergyAccumulated
0,0
1,32.45538422439999
2,32.60179724439999
3,103.83316936015
4,104.51308640015
5,174.37594319245
6,175.28611239744998
7,240.4328378077
8,241.6290973777
9,306.9925391675
10,308.7379190675
11,384.8438601875
12,387.1494355475
13,463.2951230654
14,465.92801750539996
15,538.81062176965
16,541.72233106465
17,605.48548144745
18,608.4848435274499
19,672.0244188766999
20,675.2664291866998
21,737.0411376992498
22,740.5824000392498
23,810.1023470830498
24,814.5329835130499
25,882.2438094771499
26,886.8963597971499
27,952.84284001215
28,957.8052840371499
29,1023.83653586215
