RoundNumber,PricePerEnergy
0,0
1,32.4548177548
2,0.24921294
3,71.2277195553
4,1.11022648
5,69.8576535228
6,1.4505440400000003
7,65.14006650855
8,1.9164068550000004
9,65.35596621399999
10,2.6010072
11,76.0964456736
12,3.3005491200000003
13,76.13508727825
14,3.71002104
15,72.8714018175
16,4.01749821
17,63.7525988792
18,4.0745991
19,63.528509487300006
20,4.361134305
21,61.76305505425
22,4.71262792
23,69.50584428425
24,5.86541934
25,67.6961115336
26,6.139880505
27,65.93103373779999
28,6.5580976999999985
29,66.014535675
