RoundNumber,PricePerEnergyAccumulated
0,0
1,32.4548177548
2,32.7040306948
3,103.9317502501
4,105.04197673009999
5,174.8996302529
6,176.35017429290002
7,241.49024080145003
8,243.40664765645002
9,308.76261387045
10,311.36362107045005
11,387.46006674405004
12,390.76061586405007
13,466.8957031423001
14,470.6057241823001
15,543.4771259998001
16,547.4946242098001
17,611.2472230890002
18,615.3218221890002
19,678.8503316763001
20,683.2114659813001
21,744.9745210355501
22,749.6871489555501
23,819.1929932398001
24,825.0584125798001
25,892.7545241134001
26,898.8944046184
27,964.8254383562
28,971.3835360562
29,1037.3980717312
