RoundNumber,EnergyConsumptionAccumulated
0,0
1,16.0191598
2,16.1682998
3,60.2176007
4,60.9123607
5,104.9588005
6,105.9395605
7,149.98287795
8,151.27862295
9,195.31903145
10,196.92459145
11,240.96188640000003
12,242.87192640000004
13,286.90610065000004
14,289.12634065000003
15,333.15739915000006
16,335.67936915000007
17,379.7074070500001
18,382.53110705000006
19,426.55640815000004
20,429.66484315
21,473.68697790000004
22,477.12183790000006
23,521.14073865
24,524.89580865
25,568.9114858500001
26,572.97494085
27,616.98764695
28,621.34518695
29,665.3548774
