RoundNumber,Cycle_Duration_(ms)
0,3831
1,3353
2,2896
3,2376
4,2923
5,2337
6,3430
7,2330
8,2972
9,2736
10,3055
11,2499
12,3129
13,2576
14,3214
15,2381
16,3314
17,2361
18,2729
19,2560
20,3229
21,2734
22,3190
23,2661
24,3262
25,2399
26,3098
27,2396
28,3315
29,2730
