RoundNumber,PricePerEnergyAccumulated
0,0
1,32.454751302
2,59.386291721999996
3,85.5681195942
4,111.4538873274
5,137.155757355
6,161.13427262099998
7,185.1192596952
8,209.11244634539997
9,233.19388598219996
10,259.49091052619997
11,287.552121291
12,315.6232884462
13,343.71812931119996
14,370.87898741099997
15,397.79160705899994
16,423.70510373099995
17,447.26898751019996
18,470.76098999219994
19,494.26667817479995
20,517.1294274228
21,540.0001215791999
22,562.3735171103999
23,588.1308068159999
24,613.6212700691999
25,638.7300933155999
26,663.4111686371999
27,687.8891822111999
28,712.4890883741999
29,737.0165930741999
30,761.0945283701999
31,785.0016167723999
32,808.9030087163999
33,832.7822248619999
34,857.5537898843999
35,882.6639108731998
36,907.5878503451999
37,932.7689951561998
38,958.9774736267998
39,985.2140701151998
40,1011.4604751275998
41,1037.7005425776
42,1064.1843260838
43,1090.4643648414
44,1116.7053306804
45,1142.99333496
46,1170.067174128
47,1196.6590449576001
48,1222.9979981400002
49,1249.1350130070002
50,1275.5291387670002
51,1300.4479231290002
52,1324.021022973
53,1347.0096549186
54,1370.4383693394
55,1393.6958404308
56,1416.7472837148
57,1439.776183158
58,1463.1603350148
59,1486.6044803316
60,1510.1889731028
61,1533.8331826884
62,1557.8015115672001
63,1581.8113920888002
64,1605.8302464456
65,1629.875156175
66,1653.879674385
67,1677.942314658
68,1702.0491711984
69,1726.2180186624
70,1750.4131970754
71,1774.6197262343999
72,1798.8537606408
73,1823.0663101103999
74,1848.0904856496
75,1873.1119689252
76,1898.1428139378
77,1923.0847618517998
78,1947.4843149413998
79,1971.3134508839998
80,1994.9847175835998
81,2018.6002984931997
82,2042.2441833227997
83,2065.9006948896
84,2089.5847232076
85,2113.9519489686
86,2139.3030365064
87,2164.0663668114003
88,2191.4389882386004
89,2218.8258276498004
90,2246.6288253186003
91,2272.9500214218
92,2299.5025638498
93,2326.3528456386002
94,2353.4008052418003
95,2380.8653588610005
96,2408.5773783198006
97,2436.6427756686007
98,2465.095295172601
99,2493.804048748201
