RoundNumber,PricePerEnergy
0,0
1,32.454751302
2,26.93154042
3,26.1818278722
4,25.8857677332
5,25.701870027600002
6,23.978515266000002
7,23.984987074200006
8,23.993186650200002
9,24.0814396368
10,26.297024544000003
11,28.0612107648
12,28.071167155199994
13,28.09484086500001
14,27.16085809980001
15,26.912619648
16,25.913496672
17,23.563883779200005
18,23.492002482
19,23.5056881826
20,22.862749248000007
21,22.870694156400003
22,22.373395531199996
23,25.7572897056
24,25.490463253200005
25,25.108823246400004
26,24.681075321600005
27,24.478013574
28,24.599906163
29,24.5275047
30,24.077935295999996
31,23.907088402199992
32,23.901391943999997
33,23.879216145599997
34,24.771565022399994
35,25.1101209888
36,24.923939472000004
37,25.181144811
38,26.208478470600006
39,26.2365964884
40,26.2464050124
41,26.240067449999998
42,26.4837835062
43,26.280038757600007
44,26.240965838999998
45,26.288004279600003
46,27.073839167999996
47,26.591870829600005
48,26.3389531824
49,26.137014867000005
50,26.394125759999998
51,24.918784362000004
52,23.573099843999998
53,22.988631945599998
54,23.4287144208
55,23.257471091400003
56,23.051443284
57,23.0288994432
58,23.3841518568
59,23.4441453168
60,23.5844927712
61,23.644209585600002
62,23.968328878799994
63,24.009880521600003
64,24.018854356800002
65,24.0449097294
66,24.00451821
67,24.062640273000003
68,24.106856540400006
69,24.168847464000002
70,24.195178413000004
71,24.206529159000006
72,24.234034406400003
73,24.212549469599995
74,25.024175539199998
75,25.0214832756
76,25.030845012599997
77,24.941947914
78,24.399553089600005
79,23.829135942600004
80,23.671266699600004
81,23.6155809096
82,23.643884829599994
83,23.656511566799995
84,23.684028318
85,24.367225761000004
86,25.351087537799994
87,24.763330304999997
88,27.372621427199995
89,27.3868394112
90,27.8029976688
91,26.3211961032
92,26.552542428000002
93,26.850281788799997
94,27.047959603199995
95,27.464553619199997
96,27.7120194588
97,28.065397348799998
98,28.452519504
99,28.7087535756
