RoundNumber,EnergyConsumptionAccumulated
0,0
1,16.019127
2,32.136147
3,48.3277536
4,64.526607
5,80.7320736
6,96.94472760000001
7,113.16175740000001
8,129.38433120000002
9,145.61171640000003
10,161.84444760000002
11,178.08357420000002
12,194.32846260000002
13,210.57764760000003
14,226.83190140000005
15,243.09330300000005
16,259.36040700000007
17,275.6338074000001
18,291.91378140000006
19,308.2032396000001
20,324.49885560000007
21,340.80013440000005
22,357.107274
23,373.4196804
24,389.73879900000003
25,406.0644318
26,422.3986974
27,438.7391604
28,455.084613
29,471.4362828
30,487.7935758
31,504.157086
32,520.5279024
33,536.9059656000001
34,553.2892758
35,569.6796942000001
36,586.0770228000001
37,602.4816774000001
38,618.8927472
39,635.311143
40,651.7356768
41,668.1665267999999
42,684.605871
43,701.0514522
44,717.5034684
45,733.9643351999999
46,750.4326071999999
47,766.9083635999999
48,783.3908124
49,799.8810426
50,816.3773712
51,832.8798773999999
52,849.3876504
53,865.9024722
54,882.4248378
55,898.954668
56,915.490854
57,932.0346036
58,948.5838971999999
59,965.1404969999999
60,981.7026407999999
61,998.2718136
62,1014.8474213999999
63,1031.4288305999999
64,1048.0164372
65,1064.6105777999999
66,1081.2112127999999
67,1097.8175898
68,1114.4315502
69,1131.0538662
70,1147.6828547999999
71,1164.3196446
72,1180.9638989999999
73,1197.6162714
74,1214.2768409999999
75,1230.9467166
76,1247.6228291999998
77,1264.3064063999998
78,1280.9955671999999
79,1297.694331
80,1314.3995298
81,1331.112609
82,1347.8338854
83,1364.5640916000002
84,1381.3019208000003
85,1398.0491550000004
86,1414.8046656000004
87,1431.5706306000004
88,1448.3430702000005
89,1465.1242218000004
90,1481.9134716000005
91,1498.7106612000005
92,1515.5160678000004
93,1532.3290182000005
94,1549.1498886000006
95,1565.9786592000007
96,1582.8146370000006
97,1599.6606138000006
98,1616.5163718000006
99,1633.3840296000005
